SAMPLE ID	CALCULATED AGE	CALCULATED MAX AGE	CALCULATED MIN AGE	LATITUDE	LONGITUDE	STATE
98-CA-WC-5	3.6	3.8	3.4	36.9964	-118.8646	CALIFORNIA
98-CA-WC-7	3.6	3.8	3.4	36.9893	-118.883	CALIFORNIA
GG97-9	3.6	3.8	3.4	36.7436	-119.0446	CALIFORNIA
GG97-11	3.6	3.8	3.4	36.7247	-119.0486	CALIFORNIA
T-8	3.6	4.6	2.6	44.62	-109.58333	WYOMING
S-3	3.6	4.6	2.6	44.62	-109.58333	WYOMING
Y-7	3.6	4.6	2.6	44.62	-109.58333	WYOMING
USGSDVH-1-126	3.6	3.7	3.5	38.7833	-116.55	NEVADA
SRd-1	3.6	3.8	3.4	42.90111	-115.02778	IDAHO
KA1813	3.6	3.7	3.5	38.1897	-118.7122	NEVADA
JKN-00	3.6	3.7	3.5	36.9333	-121.3667	CALIFORNIA
OO-1	3.6	3.96	3.24	36.205	-118.45	CALIFORNIA
OO-3	3.6	3.6	3.6	36.185	-118.435	CALIFORNIA
OO-6	3.6	3.96	3.24	36.145	-118.475	CALIFORNIA
B74-26	3.6	3.96	3.24	36.00915	-117.6627	CALIFORNIA
GG97-8	3.6	3.8	3.4	36.7489	-118.9965	CALIFORNIA
97CA TD2-1	3.6	3.8	3.4	36.9204	-118.8085	CALIFORNIA
97CA TD-11	3.6	3.8	3.4	36.9625	-118.8758	CALIFORNIA
97CA TD-6	3.6	3.8	3.4	36.9722	-118.8434	CALIFORNIA
68 M 34	3.6	3.8	3.4	36.9348	-118.655	CALIFORNIA
SL 97-26B	3.6	3.8	3.4	37.2318	-119.2588	CALIFORNIA
LK 96-33	3.6	3.8	3.4	36.1413	-118.4698	CALIFORNIA
L82-131	3.6	3.96	3.24	36.1	-117.8333	CALIFORNIA
Z-176A	3.6	5.3	1.8	19.4413	-100.4782	MICHOACAN
Z-238	3.6	5.3	1.8	19.3967	-100.515	MICHOACAN
KA 1077	3.6	4.3	2.9	39.9936	-120.5637	CALIFORNIA
DM-98-4	3.61	3.79	3.43	36.9428	-104.4156	NEW MEXICO
CP73-103	3.62	3.982	3.258	36.1903	-117.7189	CALIFORNIA
CP73-104	3.62	3.982	3.258	36.20102	-117.71448	CALIFORNIA
CP73-102	3.62	3.982	3.258	36.1757	-117.71004	CALIFORNIA
D6	3.62	3.5	0.26	31.55	-109.1	ARIZONA
VH-1-126	3.64	3.74	3.54	36.7817	-116.5533	NEVADA
13-108-11	3.64	3.75	3.53	36.1995	-117.7395	CALIFORNIA
I-103-3	3.64	3.72	3.56	35.9987	-117.7093	CALIFORNIA
59	3.64	3.8	3.48	35.3289	-115.8505	CALIFORNIA
Sandia 17	3.64	3.67	3.61	36.79	-116.57	NEVADA
USGSDCF79-26-1	3.64	3.77	3.51	36.75	-116.55	NEVADA
Sandia 32	3.64	3.71	3.57	37.14	-116.3817	NEVADA
CF79-26-1	3.64	3.77	3.51	36.7817	-116.5533	NEVADA
MC59	3.64	3.8	3.48	35.3281	-115.8495	CALIFORNIA
86-85	3.64	4.02	3.26	42.0045	-122.3437	OREGON
Ci-75	3.64	4.004	3.276	35.32838	-115.84379	CALIFORNIA
13-108-1	3.64	3.75	3.53	36.198	-117.7383	CALIFORNIA
8-194-8	3.64	3.75	3.52	36.1568	-117.7458	CALIFORNIA
S91-H208	3.65	3.9	3.4	45.4085	-121.906	OREGON
CW6-9	3.66	7.56	3.42	42.0399	-122.1911	OREGON
99-71	3.66	3.86	3.46	27.5303	-112.8745	BAJA CALIFORNIA
8-196-2	3.66	3.74	3.58	36.1213	-117.7471	CALIFORNIA
687-5	3.66	3.85	3.47	36.9548	-117.4575	CALIFORNIA
I-101-10	3.66	3.65	3.13	35.9865	-117.6412	CALIFORNIA
8-199-6	3.67	3.83	3.51	36.0243	-117.7503	CALIFORNIA
AWL-3-77	3.67	3.79	3.55	34.133335	-109.21667	ARIZONA
Sandia 212	3.68	3.74	3.62	36.7567	-116.545	NEVADA
95-28	3.69	3.8	3.58	42.1046	-122.1047	OREGON
97-0301-176	3.69	3.87	3.51	27.33889	-112.26694	BAJA CALIFORNIA SUR
D85-213	3.7	4.07	3.33	37.8833	-118.7833	CALIFORNIA
Am-78	3.7	5	3	20.169	-100.205	QUERETARO DE ARTEAGA
5-Mar	3.7	3.9	3.5	37.9167	-118.7283	CALIFORNIA
Sandia 211	3.7	3.72	3.68	36.8617	-116.5467	NEVADA
R8	3.7	4.4	3	43.483334	-112.72916	IDAHO
KA-2066	3.7	3.8	3.6	38.2447	-118.9449	CALIFORNIA
KA2066	3.7	3.8	3.6	38.2561	-118.8086	NEVADA
KA 988	3.7	3.8	3.6	37.3976	-118.8882	CALIFORNIA
FB 78-17	3.7	4.07	3.33	36.7583	-116.525	NEVADA
S2G-13	3.7	4.6	2.8	28.9083	-112.5194	SONORA
Sandia 217	3.7	3.81	3.59	36.755	-116.5333	NEVADA
KA-2076	3.7	4.1	3.3	38.1816	-118.8928	CALIFORNIA
CF 12-6-10	3.7	4.07	3.33	36.7583	-116.525	NEVADA
CF 12-7-6	3.7	4.07	3.33	36.7583	-116.525	NEVADA
CF 12-7-1	3.7	4.07	3.33	36.7583	-116.525	NEVADA
FB 78-15	3.7	4.07	3.33	36.7583	-116.525	NEVADA
CF 12-7-8	3.7	4.07	3.33	36.7583	-116.525	NEVADA
97-51	3.7	3.8	3.6	42.0883	-122.1157	OREGON
CF-12.6.10	3.7	4.07	3.33	36.7833	-116.55	NEVADA
10	3.7	4.2	3.2	46.0422	-121.584	WASHINGTON
97-32	3.7	3.88	3.52	27.5303	-112.8745	BAJA CALIFORNIA
CF 12-6-12	3.7	4.07	3.33	36.7583	-116.525	NEVADA
CF12-6-10	3.7	4.07	3.33	36.7833	-116.55	NEVADA
438	3.7	3.8	3.6	24.9094	-111.0833	BAJA CALIF.SUR
FB 78-14	3.7	4.07	3.33	36.7583	-116.525	NEVADA
97-68	3.7	3.8	3.6	41.8801	-122.2344	CALIFORNIA
97-28	3.7	4	3.4	42.1348	-122.2052	OREGON
BB608A	3.7	4.4	3	43.0325	-112.34028	IDAHO
384	3.7	3.8	3.6	34.49361	-107.55083	NEW MEXICO
12	3.7	4.2	3.2	46.0511	-121.5477	WASHINGTON
8	3.7	4.2	3.2	46.0418	-121.5679	WASHINGTON
7	3.7	4.2	3.2	46.0401	-121.5631	WASHINGTON
HC-113	3.72	4.06	3.38	48.893032	-121.50055	WASHINGTON
HC-98	3.72	4.06	3.38	48.867916	-121.52721	WASHINGTON
HC-135	3.72	4.06	3.38	48.82583	-121.52136	WASHINGTON
HC-18	3.72	4.06	3.38	48.878574	-121.52362	WASHINGTON
HC-49	3.72	4.06	3.38	48.87915	-121.52634	WASHINGTON
HC-47	3.72	4.06	3.38	48.879185	-121.52197	WASHINGTON
Am-179	3.72	5	3	20.118	-100.322	GUANAJUATO
HC-31	3.72	4.06	3.38	48.90475	-121.51617	WASHINGTON
HC-17	3.72	4.06	3.38	48.86946	-121.52839	WASHINGTON
HC-115	3.72	4.06	3.38	48.88379	-121.50233	WASHINGTON
HC-48	3.72	4.06	3.38	48.88025	-121.52084	WASHINGTON
4054	3.72	3.8	3.64	39.41165	-120.09901	CALIFORNIA
BC97-21	3.72	3.82	3.62	28.942307	-113.81905	BAJA CALIFORNIA
MB-380	3.722	3.742	3.702	48.9	-122.899	WASHINGTON
380	3.722	3.742	3.702	48.899837	-122.89902	WASHINGTON
MB-485	3.722	3.742	3.702	48.880264	-121.52889	WASHINGTON
HC-57	3.722	3.742	3.702	48.89583	-121.49419	WASHINGTON
MT9	3.73	3.82	3.64	35.2	-107.6667	NEW MEXICO
9	3.73	3.83	3.63	35.19527	-107.6	NEW MEXICO
Sandia 215	3.73	3.74	3.72	36.8617	-116.5483	NEVADA
MAS521	3.73	5	3	20.85	-103.28	MEXICO
FB78/15	3.735	3.73	3.74			NEVADA
CF12/6/10	3.735	3.73	3.74	36.7801	-116.5502	NEVADA
CF12/7/6	3.735	3.73	3.74	36.7637	-116.5451	NEVADA
CF12/7/8	3.735	3.73	3.74	36.7529	-116.5275	NEVADA
CF12/7/1	3.735	3.73	3.74			NEVADA
FB78/17	3.735	3.73	3.74	36.7529	-116.5275	NEVADA
CF12/6/12	3.735	3.73	3.74	36.7801	-116.5502	NEVADA
FB78/14	3.735	3.73	3.74	36.7801	-116.5502	NEVADA
Am-61	3.74	5	3	20.142	-100.168	QUERETARO DE ARTEAGA
8_8	3.745	7.5	0.01	36.7667	-104.1167	NEW MEXICO
24-9	3.745	7.5	0.01	36.6667	-103.75	NEW MEXICO
37-9	3.745	7.5	0.01	36.9167	-103.8333	NEW MEXICO
885-116	3.745	7.5	0.01	36.9167	-105.35	NEW MEXICO
885-271	3.745	7.5	0.01	36.6667	-103.75	NEW MEXICO
3_8	3.745	7.5	0.01	36.9167	-104.1667	NEW MEXICO
7_8	3.745	7.5	0.01	36.7667	-104.1167	NEW MEXICO
70-9	3.745	7.5	0.01	36.7	-104	NEW MEXICO
885-284	3.745	7.5	0.01	36.6667	-103.75	NEW MEXICO
22-9	3.745	7.5	0.01	36.5333	-103.8	NEW MEXICO
28-9	3.745	7.5	0.01	36.6667	-103.75	NEW MEXICO
30-9	3.745	7.5	0.01	36.6667	-103.75	NEW MEXICO
NJ-23	3.75	4.5	3	36.75	-105.8	NEW MEXICO
RG-39	3.75	4.5	3	36.62	-105.75	NEW MEXICO
RG-224	3.75	4.5	3	36.6	-105.73	NEW MEXICO
RG-190	3.75	4.5	3	36.5	-105.68	NEW MEXICO
RG-105	3.75	4.5	3	36.68	-105.7	NEW MEXICO
NJ-215	3.75	4.5	3	36.68	-105.7	NEW MEXICO
68L-121	3.75	4.52	2.98	36.5833	-105.8	NEW MEXICO
69-6L	3.75	3.85	3.65	43.45	-112.37917	IDAHO
NJ-180	3.75	4.5	3	36.85	-106.05	NEW MEXICO
RG-220	3.75	4.5	3	36.6	-105.73	NEW MEXICO
RG-82	3.75	4.5	3	36.57	-105.84	NEW MEXICO
RG-58	3.75	4.5	3	36.95	-105.7	NEW MEXICO
NJ-111	3.75	4.5	3	36.72	-105.92	NEW MEXICO
RG-203	3.75	4.5	3	36.65	-105.7	NEW MEXICO
RG-15	3.75	4.5	3	36.65	-105.7	NEW MEXICO
Sandia 20	3.75	3.78	3.72	36.86	-116.55	NEVADA
RG-94	3.75	4.5	3	36.95	-105.7	NEW MEXICO
RG-95	3.75	4.5	3	36.95	-105.7	NEW MEXICO
NJ-135	3.75	4.5	3	36.85	-106.05	NEW MEXICO
NJ-123	3.75	4.5	3	36.68	-105.7	NEW MEXICO
NJ-131	3.75	4.5	3	36.68	-105.7	NEW MEXICO
NNTS 14-86	3.75	3.8	3.7	36.79	-116.57	NEVADA
RG-132	3.75	4.5	3	36.3	-105.79	NEW MEXICO
NJ-81	3.75	4.5	3	36.65	-105.7	NEW MEXICO
RG-165	3.75	4.5	3	36.95	-105.7	NEW MEXICO
RG-149	3.75	4.5	3	36.3	-105.79	NEW MEXICO
NJ-7	3.75	4.5	3	36.42	-105.8	NEW MEXICO
NJ-38	3.75	4.5	3	36.75	-105.8	NEW MEXICO
RG-204	3.75	4.5	3	36.65	-105.7	NEW MEXICO
LTX-113	3.76	3.88	3.64	18.45	-95.35	VERACRUZ
89USA1A	3.76	3.87	3.65	38.175	-116.10833	UTAH
R9-1-46	3.76	3.87	3.65	38.175	-116.11	NEVADA
LTX-113	3.76	3.88	3.64	18.45	-95.35	VERACRUZ
Z-238	3.77	5	3	19.4	-100.51	MICHOACAN
Sandia 19	3.78	3.83	3.73	36.86	-116.55	NEVADA
Sandia 29	3.79	3.85	3.73	37.1117	-116.365	NEVADA
Fourth Sample	3.79	4.25	3.33	36.1083	-114.1067	ARIZONA
UAKA-64-08	3.79	4.25	3.32	36.109	-114.10733	ARIZONA
S97-87	3.79	3.89	3.69	42.1181	-122.1852	OREGON
RM-1 9 (7)	3.8	4.18	3.42	41	-115.09	NEVADA
WL-1	3.8	4	3.6	38.0264	-118.7072	CALIFORNIA
DV-15	3.8	4	3.6	36.7956	-117.7458	CALIFORNIA
66L-234C	3.8	4.18	3.42	36.75	-105.9667	NEW MEXICO
66L-234E	3.8	4.18	3.42	36.75	-105.9667	NEW MEXICO
Sandia 30	3.8	3.81	3.79	37.1117	-116.365	NEVADA
SRP 70-16	3.8	4	3.6	42.913887	-115.16528	IDAHO
KA-1867	3.8	3.9	3.7	38.1777	-118.7375	NEVADA
66L-234D	3.8	4.18	3.42	36.75	-105.9667	NEW MEXICO
R8-1-1	3.8	4.6	3	38.06	-116.1333	NEVADA
R8-1-32	3.8	4.6	3	38.0367	-116.1167	NEVADA
R8-1-11	3.8	4.6	3	38.075	-116.1467	NEVADA
R8-1-22	3.8	4.6	3	38.0583	-116.155	NEVADA
SB.2.1	3.8	65	0	28.725	-113.9311	BAJA CALIFORNIA
GAD-7	3.8	4.1	3.5	40.6867	-120.88	CALIFORNIA
MC1a	3.8	3.95	3.71	35.3078	-115.7755	CALIFORNIA
66L-234B	3.8	4.18	3.42	36.75	-105.9667	NEW MEXICO
Mar-6A	3.8	4.3	3.3	37.9966	-118.6571	CALIFORNIA
Third Sample	3.8	3.91	3.69	36.205	-114.0167	ARIZONA
KW-3-72	3.8	4.2	3.4	45.052776	-112.26945	MONTANA
KA1867	3.8	3.9	3.7	38.1775	-118.7361	NEVADA
R8-1-6	3.8	4.6	3	38.0783	-116.1267	NEVADA
R8-1-12	3.8	4.6	3	38.0708	-116.1167	NEVADA
R9-1-44	3.8	4.6	3	38.1183	-116.1	NEVADA
R9-1-55	3.8	4.6	3	38.1367	-116.1283	NEVADA
R9-1-47	3.8	4.6	3	38.1733	-116.1067	NEVADA
R8-1-30	3.8	4.6	3	38.0867	-116.14	NEVADA
R8-1-26	3.8	4.6	3	38.0533	-116.1617	NEVADA
R8-1-23	3.8	4.6	3	38.0567	-116.155	NEVADA
UAKA-65-09	3.8	3.91	3.69	36.205	-114.01666	ARIZONA
SV-162	3.81	3.96	3.66	42.0022	-119.9692	CALIFORNIA
2A-2327	3.81	4.191	3.429	43.7856	-112.7776	IDAHO
MB-380	3.811	3.853	3.769	48.89023	-121.53447	WASHINGTON
Sandia 18	3.82	3.91	3.73	36.7683	-116.605	NEVADA
95-71	3.83	4.15	3.51	42.08	-122.0857	OREGON
Towle #1	3.83	3.97	3.69	39.2	-120.6667	CALIFORNIA
1AR	3.83	3.95	3.71	35.3398	-115.7589	CALIFORNIA
IXT-46	3.83	3.94	3.72	21.0418	-104.39	NAYARIT
SV-18	3.84	3.9	3.78	41.5322	-119.9858	CALIFORNIA
H9-44	3.84	4.224	3.456	43.14	-117.39	OREGON
KP97-25B	3.84	4.18	3.5	37.3991	-119.2317	CALIFORNIA
KP 97-25B	3.84	4.18	3.5	37.3991	-119.2317	CALIFORNIA
USGSDCF79-24-8	3.85	3.98	3.72	36.7833	-116.55	NEVADA
67L-30B	3.85	4.7	3	36.8667	-105.9833	NEW MEXICO
CF79-24-8	3.85	3.98	3.72	36.7817	-116.5533	NEVADA
97WM056	3.85	3.88	3.82	37.7972	-118.2067	NEVADA
59 P79HP	3.85	3.95	3.75	43.058334	-115.19167	IDAHO
W-1	3.85	4.5	3.2	37.1867	-118.7767	CALIFORNIA
W-3	3.85	4.5	3.2	37.0067	-118.91	CALIFORNIA
BB-6	3.85	4.5	3.2	36.9433	-118.9117	CALIFORNIA
CC-1	3.85	4.5	3.2	36.9817	-118.6317	CALIFORNIA
CC-3	3.85	4.5	3.2	36.9633	-118.74	CALIFORNIA
CC-6	3.85	4.5	3.2	36.9367	-118.655	CALIFORNIA
CC-12	3.85	4.5	3.2	36.79	-118.7267	CALIFORNIA
CC-11	3.85	4.5	3.2	36.8133	-118.7367	CALIFORNIA
CC-4	3.85	4.5	3.2	36.9583	-118.5983	CALIFORNIA
CC-8	3.85	4.5	3.2	36.8383	-118.705	CALIFORNIA
BB-10	3.85	4.5	3.2	36.7867	-118.8867	CALIFORNIA
CC-2	3.85	4.5	3.2	36.975	-118.6033	CALIFORNIA
BB-9	3.85	4.5	3.2	36.7917	-118.8967	CALIFORNIA
BB-5	3.85	4.5	3.2	36.9583	-118.9133	CALIFORNIA
BB-7	3.85	4.5	3.2	36.9117	-118.8717	CALIFORNIA
BB-3	3.85	4.5	3.2	36.9667	-118.9833	CALIFORNIA
W-4	3.85	4.5	3.2	37.0133	-118.8367	CALIFORNIA
67L-97B	3.85	4.7	3	36.7667	-105.6333	NEW MEXICO
MC-1A	3.85	4.235	3.465	35.306377	-115.77754	CALIFORNIA
AA-3	3.85	4.5	3.2	36.7517	-119.0567	CALIFORNIA
BB-1	3.85	4.5	3.2	36.985	-118.9817	CALIFORNIA
BB-4	3.85	4.5	3.2	36.9667	-118.9367	CALIFORNIA
BB-8	3.85	4.5	3.2	36.8017	-118.9333	CALIFORNIA
CC-7	3.85	4.5	3.2	36.9333	-118.66	CALIFORNIA
CC-9	3.85	4.5	3.2	36.8333	-118.71	CALIFORNIA
CC-10	3.85	4.5	3.2	36.8267	-118.7383	CALIFORNIA
CC-5	3.85	4.5	3.2	36.9567	-118.6217	CALIFORNIA
BB-2	3.85	4.5	3.2	36.97	-118.9417	CALIFORNIA
AA-4	3.85	4.5	3.2	36.75	-119.0033	CALIFORNIA
AA-2	3.85	4.5	3.2	36.8317	-119.07	CALIFORNIA
AA-1	3.85	4.5	3.2	36.885	-119.1033	CALIFORNIA
W-2	3.85	4.5	3.2	37.025	-118.9067	CALIFORNIA
74L-234	3.85	4.7	3	36.8667	-105.9833	NEW MEXICO
1A	3.86	3.98	3.74	35.3398	-115.7589	CALIFORNIA
96	3.86	3.99	3.73	37.8015	-118.6838	CALIFORNIA
98JP474	3.863	3.953	3.773	39.0425	-119.6095	NEVADA
W20	3.87	4.21	3.53	38.1919	-118.715	NEVADA
AWL-8-77	3.87	3.97	3.77	34.083332	-109.23333	ARIZONA
IXT-52	3.87	3.94	3.8	21.0608	-105.3505	NAYARIT
2A-2349	3.87	4.257	3.483	43.7856	-112.7776	IDAHO
JA96-22	3.87	3.99	3.75	29.12425	-114.35	BAJA CALIFORNIA
1	3.88	3.97	3.79	35.3398	-115.7589	CALIFORNIA
MC1	3.88	3.97	3.79	35.3078	-115.7755	CALIFORNIA
97WM059	3.88	3.9	3.86	37.7975	-118.2072	NEVADA
308	3.88	3.91	3.85	21.03	-105.16	NAYARIT
MC-1	3.88	4.268	3.492	35.306377	-115.77754	CALIFORNIA
MMR-1	3.88	3.94	3.82	43.371666	-114.46667	IDAHO
L81-16	3.89	3.93	3.85	43.3725	-114.57584	IDAHO
MO-84-8	3.9	4.1	3.7	36.0019	-118.2052	CALIFORNIA
GRGES-2	3.9	4.1	3.7	40.988056	-118.12917	NEVADA
FL-KA-2	3.9	4.03	3.77	37.8356	-118.3266	CALIFORNIA
DH-07	3.9	9.8	0	31.4939	-107.3822	CHIHUAHUA
Am-63	3.9	5	3	20.167	-100.17	QUERETARO DE ARTEAGA
97WM016	3.9	3.93	3.87	37.8264	-118.2342	NEVADA
Rico 13	3.9	4.3	3.5	37.7	-108	COLORADO
MO-84-8A	3.9	4.1	3.7	36.0061	-118.2086	CALIFORNIA
GAD-3	3.9	4.1	3.7	40.4867	-120.7817	CALIFORNIA
KA 1093	3.9	4	3.8	37.375	-119.0833	CALIFORNIA
66L-234A	3.91	4.18	3.64	36.75	-105.9667	NEW MEXICO
AME-3	3.92	3.86	3.98	20.6975	-104.2403	JALISCO
4071	3.92	6.32	1.52	39.41645	-120.09718	CALIFORNIA
Ci-60	3.93	4.323	3.537	35.47798	-115.82953	CALIFORNIA
13-111-5	3.94	4.58	3.3	36.1238	-117.7002	CALIFORNIA
01-LT-59	3.95	12	2	39.4069	-120.10969	CALIFORNIA
M932	3.95	4.07	3.83	38.121387	-116.09583	UTAH
H99-34	3.95	4.1	3.8	39.41004	-120.11596	CALIFORNIA
Am-41	3.96	5	3	20.155	-100.269	MICHOACAN
AWL-22-92	3.97	3.99	3.95	34.7	-107.3	NEW MEXICO
SC-55	3.97	5	3	20.79	-103.3	JALISCO
M91-85	3.97	4.05	3.89	42.437	-122.3613	OREGON
SV-27	3.98	4.04	3.92	41.4361	-120.4444	CALIFORNIA
10WHLP98	3.98	4.04	3.92	43.6465	-120.8477	OREGON
8WHLP97	3.98	4.04	3.92	43.9281	-121.0051	OREGON
97WM033	3.98	4.01	3.95	37.7858	-118.2061	NEVADA
83-602	3.99	4.09	3.89	38.072224	-116.12334	UTAH
R8-1-18	3.99	4.09	3.89	38.0733	-116.1233	NEVADA
Z-239A	4	5	3	19.41	-100.51	MICHOACAN
Z-239C	4	5	3	19.41	-100.51	MICHOACAN
4	4	7	2	44.729	-122.94	OREGON
6561304	4	4.5	3.5	36.65	-106.6	NEW MEXICO
AY-503	4	5	3	20.15	-104.17	JALISCO
TAP-07	4	5	3	19.85	-103.67	JALISCO
TAP-08	4	5	3	19.87	-103.76	JALISCO
TAP-12	4	5	3	19.94	-103.77	JALISCO
Z-162	4	5	3	19.47	-100.51	MICHOACAN
Z-161	4	5	3	19.47	-100.47	MICHOACAN
Z-121	4	5	3	19.4275	-100.44	MICHOACAN
Z-105	4	5	3	19.436	-100.456	MICHOACAN
TR-97	4	7	2	44.467	-121.958	OREGON
TR-98	4	7	2	44.65	-121.962	OREGON
TR-11	4	7	2	44.6218	-121.912	OREGON
TR-37	4	7	2	44.689	-121.911	OREGON
TR-38	4	7	2	44.686	-121.909	OREGON
TR-46	4	7	2	44.682	-121.905	OREGON
TR-55	4	7	2	44.673	-122.005	OREGON
TR-84	4	7	2	44.723	-121.922	OREGON
HP24	4	5	3	20.36	-99.41	HIDALGO
HP25	4	5	3	20.37	-99.44	HIDALGO
HP23	4	5	3	20.37	-99.37	HIDALGO
HP19	4	5	3	20.3	-99.51	HIDALGO
HP21	4	5	3	20.3	-99.476	HIDALGO
HP14	4	5	3	20.268	-99.54	HIDALGO
HP33	4	5	3	20.34	-99.56	HIDALGO
HP28	4	5	3	20.425	-99.457	HIDALGO
HP17	4	5	3	20.322	-99.525	HIDALGO
HP16	4	5	3	20.34	-99.56	HIDALGO
HP10	4	5	3	20.407	-99.72	HIDALGO
BD-24	4	6	2	44.9483	-121.8817	OREGON
BR-140	4	6	2	44.8858	-121.8932	OREGON
BR-141	4	6	2	44.8758	-121.9032	OREGON
BHS-7	4	6	2	44.7788	-121.922	OREGON
BHS-5	4	6	2	44.7795	-121.9198	OREGON
BHS-9	4	6	2	44.7785	-121.924	OREGON
BHS-16	4	6	2	44.7768	-121.9105	OREGON
BHS-14	4	6	2	44.7758	-121.9157	OREGON
BHS-17	4	6	2	44.7788	-121.9043	OREGON
BHS-13	4	6	2	44.7757	-121.9222	OREGON
BHS-6	4	6	2	44.7793	-121.9207	OREGON
BHS-15	4	6	2	44.7758	-121.9128	OREGON
91-42	4	4.4	3.6	35.9717	-116.3733	CALIFORNIA
Am-195	4	5	3	20.126	-100.109	QUERETARO DE ARTEAGA
Am-39	4	5	3	20.134	-100.301	MICHOACAN
Am-53	4	5	3	20.125	-100.141	QUERETARO DE ARTEAGA
Am-64	4	5	3	20.16	-100.17	QUERETARO DE ARTEAGA
Am-181	4	5	3	20.93	-100.158	GUANAJUATO
Am-40	4	5	3	20.134	-100.301	MICHOACAN
Am-133b	4	5	3	20.155	-100.134	QUERETARO DE ARTEAGA
Am-178	4	5	3	20.156	-100.201	QUERETARO DE ARTEAGA
GRTPE-4	4	7	2	46.518	-121.374	WASHINGTON
GRTPE-5	4	7	2	46.513	-121.376	WASHINGTON
McNh	4	7	2	46.698	-121.274	WASHINGTON
PB-1	4	7	2	46.743	-121.314	WASHINGTON
GRTPC-2	4	7	2	46.52	-121.378	WASHINGTON
CR-3	4	7	2	46.726	-121.46	WASHINGTON
McNq	4	7	2	46.701	-121.282	WASHINGTON
GRTP-3	4	7	2	46.512	-121.387	WASHINGTON
GRTP-2	4	7	2	46.512	-121.394	WASHINGTON
GRTP-6	4	7	2	46.512	-121.383	WASHINGTON
GRTP-1	4	7	2	46.512	-121.394	WASHINGTON
GRTPE-1	4	7	2	46.516	-121.374	WASHINGTON
GRTP-8	4	7	2	46.515	-121.385	WASHINGTON
CAM08	4	5	3	20.1485	-100.17083	QUERETARO
CAM06	4	5	3	20.169333	-100.16383	QUERETARO
PH 23	4	5	3	20.545	-98.62666	HIDALGO
PH 55	4	5	3	20.538334	-98.629166	HIDALGO
PH 59	4	5	3	20.541666	-98.628334	HIDALGO
ME 39	4	5	3	20.3	-98.25	HIDALGO
ME 63	4	5	3	20.308332	-98.24167	HIDALGO
ME 81	4	5	3	20.333334	-98.225	HIDALGO
68L-14H	4	4.5	3.5	36.8833	-105.9333	NEW MEXICO
MQ49	4	5	3	20.29	-103.32	JALISCO
MQ48	4	5	3	20.3	-103.27	JALISCO
USGSDTSV-383-81	4	4.1	3.9	36.3533	-116.6467	CALIFORNIA
KA-1876	4	4.1	3.9	38.1844	-118.6995	NEVADA
SN52	4	9	0.5	34.132515	-109.43946	ARIZONA
SN74	4	9	0.5	34.2471	-109.43227	ARIZONA
WK33	4	9	0.5	34.2203	-109.59641	ARIZONA
R32	4	9	0.5	34.298813	-109.56866	ARIZONA
SN12	4	9	0.5	34.17031	-109.44974	ARIZONA
SN22	4	9	0.5	34.158024	-109.49666	ARIZONA
G46	4	9	0.5	34.100574	-109.42219	ARIZONA
G58	4	9	0.5	34.088535	-109.46354	ARIZONA
R17	4	9	0.5	34.16616	-109.59336	ARIZONA
R21	4	9	0.5	34.213722	-109.60954	ARIZONA
CH100	4	9	0.5	34.2515	-109.5846	ARIZONA
BX-202	4	7	2	44.748	-121.8972	OREGON
EM-50	4	7	2	44.3968	-122.1003	OREGON
BX-155A	4	7	2	44.7191	-121.9584	OREGON
BX-239	4	7	2	44.7336	-121.938	OREGON
EM-283	4	7	2	44.3601	-122.0784	OREGON
EM-366	4	7	2	44.3121	-122.0644	OREGON
HC-180	4	5	4	44.0672	-122.0672	OREGON
No Sample Name	4	5	4	38.9868	-122.6742	CALIFORNIA
F5454	4	4.4	3.6	44.4551	-111.6996	IDAHO
150	4	5	4	38.9688	-122.645	CALIFORNIA
7	4	5	4	38.9235	-122.697	CALIFORNIA
149	4	5	4	38.9032	-122.789	CALIFORNIA
153	4	5	4	38.8592	-122.7212	CALIFORNIA
269	4	5	3	20.637	-104.5	JALISCO
268	4	5	3	20.637	-104.5	JALISCO
247	4	5	3	20.637	-104.5	JALISCO
114	4	5	3	20.67	-104.576	JALISCO
22	4	5	3	20.67	-104.576	JALISCO
RCBD-41	4	4.4	3.6	45.652	-122.00034	WASHINGTON
BX-221	4	7	2	44.748	-121.9584	OREGON
EM-358	4	7	2	44.3338	-122.0905	OREGON
EM-347	4	7	2	44.3236	-122.0971	OREGON
EM-357	4	7	2	44.3082	-122.0722	OREGON
EM-338	4	7	2	44.3372	-122.1542	OREGON
EM-112	4	7	2	44.3838	-122.0783	OREGON
BX-176	4	7	2	44.7336	-121.9788	OREGON
BX-266	4	7	2	44.7191	-121.938	OREGON
EM-68	4	7	2	44.385	-122.1234	OREGON
EM-181	4	7	2	44.4196	-122.127	OREGON
BX-146	4	7	2	44.7769	-121.9584	OREGON
BX-154	4	7	2	44.7191	-121.9788	OREGON
EM-173	4	7	2	44.4265	-122.1191	OREGON
EM-36	4	7	2	44.396	-122.1446	OREGON
MS-239	4	7	2	44.7336	-121.938	OREGON
EM-139	4	7	2	44.4225	-122.1579	OREGON
CT-17	4	7	2	44.8058	-121.938	OREGON
ME 79	4	5	3	20.316668	-98.23333	HIDALGO
78SH40	4	7	2	44.4389	-122.7515	OREGON
DV-25A	4	4.2	3.8	36.445	-117.2828	CALIFORNIA
