SAMPLE ID	CALCULATED AGE	CALCULATED MAX AGE	CALCULATED MIN AGE	LATITUDE	LONGITUDE	STATE
74Y-163	0.48	0.64	0.32	44.7833	-110.7	WYOMING
74Y-156B	0.48	0.64	0.32	44.9327	-110.6667	WYOMING
6YC-133	0.48	0.64	0.32	44.9202	-110.7046	WYOMING
0YC-613	0.48	0.64	0.32	44.8667	-110.7408	WYOMING
0YC-607	0.48	0.64	0.32	44.9031	-110.713	WYOMING
80-135	0.48	0.491	0.461	43.5829	-112.9513	IDAHO
LDC-5	0.48	3	0	21.43	-104.73	NAYARIT
LD-9	0.48	3	0	21.43	-104.73	NAYARIT
H72-1	0.48	0.49	0.46	38.9233	-122.6967	CALIFORNIA
LD-28	0.48	3	0	21.43	-104.73	NAYARIT
LD-22A	0.48	3	0	21.43	-104.73	NAYARIT
MAS198	0.48	3	0	20.88	-104.89	JALISCO
YP1024	0.48	0.64	0.32	44.9155	-110.7057	WYOMING
YP1025	0.48	0.64	0.32	44.9155	-110.7057	WYOMING
74Y-160	0.48	0.64	0.32	44.9144	-110.704	WYOMING
74Y-166	0.48	0.64	0.32	44.9144	-110.704	WYOMING
74Y-158	0.48	0.64	0.32	44.935	-110.7146	WYOMING
6YC-51	0.48	0.64	0.32	44.8757	-110.733	WYOMING
72G011	0.481	0.491	0.471	37.731	-118.9	CALIFORNIA
180-05	0.483	0.505	0.461	36.195	-113.0878	ARIZONA
s_81Y-225	0.484	0.499	0.469	44.6	-110.4	WYOMING
75G306	0.486	0.594	0.378	35.8966	-117.891	CALIFORNIA
9YC-530	0.486	0.528	0.444	44.7799	-110.4566	WYOMING
s_78YH-48	0.486	0.528	0.444	44.65	-110.55	WYOMING
767SM	0.486	0.515	0.457	34.170853	-109.86948	ARIZONA
226SM	0.486	0.515	0.457	34.172474	-109.8689	ARIZONA
LP01-179-04	0.487	0.535	0.439	36.2004	-113.0797	ARIZONA
LP01-179-04	0.487	0.535	0.439	36.2004	-113.0797	ARIZONA
M.11	0.489	3	0	20.55	-104.77	JALISCO
Z-227	0.49	3	0	19.55	-100.47	MICHOACAN
s_YL96-4	0.49	0.527	0.445	44.7472	-110.4667	WYOMING
91-70	0.49	0.539	0.441	35.9083	-117.895	CALIFORNIA
3S116	0.49	0.63	0.34	43.93969	-121.5987	OREGON
3S117	0.49	0.63	0.34	43.9522	-121.6224	OREGON
3S103S	0.49	0.63	0.34	43.92009	-121.5881	OREGON
3S090	0.49	0.63	0.34	43.93606	-121.5941	OREGON
3S091	0.49	0.63	0.34	44.12042	-121.5706	OREGON
3S075	0.49	0.63	0.34	44.11552	-121.551	OREGON
3S079	0.49	0.63	0.34	44.09376	-121.4315	OREGON
3S073	0.49	0.63	0.34	44.09801	-121.5211	OREGON
3S074	0.49	0.63	0.34	44.11785	-121.5429	OREGON
3S042	0.49	0.63	0.34	44.14904	-121.6241	OREGON
3S034	0.49	0.63	0.34	44.17766	-121.6021	OREGON
3S032	0.49	0.63	0.34	44.15244	-121.576	OREGON
3S033	0.49	0.63	0.34	44.17484	-121.5944	OREGON
3S028	0.49	0.63	0.34	43.97077	-121.5857	OREGON
3S024	0.49	0.63	0.34	44.06806	-121.6021	OREGON
3S017	0.49	0.63	0.34	44.09579	-121.5558	OREGON
3S018	0.49	0.63	0.34	44.09827	-121.551	OREGON
3S014	0.49	0.63	0.34	44.10882	-121.5522	OREGON
3S011	0.49	0.63	0.34	44.10699	-121.5326	OREGON
3SXBP	0.49	0.63	0.34	44.042	-121.333	OREGON
3S103M	0.49	0.63	0.34	43.92009	-121.5881	OREGON
3S102	0.49	0.63	0.34	44.05756	-121.5622	OREGON
3S085	0.49	0.63	0.34	44.1278	-121.5849	OREGON
3S035	0.49	0.63	0.34	44.15535	-121.609	OREGON
3S029	0.49	0.63	0.34	44.14281	-121.6828	OREGON
3S022	0.49	0.63	0.34	44.05953	-121.5038	OREGON
3S023	0.49	0.63	0.34	44.05549	-121.5459	OREGON
3S019	0.49	0.63	0.34	44.07912	-121.5522	OREGON
3S012	0.49	0.63	0.34	44.10996	-121.5319	OREGON
3S001	0.49	0.63	0.34	44.10908	-121.4869	OREGON
3S003	0.49	0.63	0.34	44.11018	-121.4891	OREGON
3S005	0.49	0.63	0.34	44.10745	-121.4631	OREGON
3S007	0.49	0.63	0.34	44.06482	-121.2865	OREGON
80-194	0.49	0.518	0.462	43.5817	-112.9427	IDAHO
ICP123-415	0.491	0.571	0.411	43.5638	-112.9353	IDAHO
ICP121-417	0.491	0.571	0.411	43.5786	-112.9357	IDAHO
80-154	0.491	0.571	0.401	43.5829	-112.9513	IDAHO
89-04-212	0.492	0.548	0.436	43.6021	-112.931	IDAHO
13	0.495	0.585	0.405	43.6	-112.75	IDAHO
MB-64	0.495	0.513	0.477	48.739	-121.893	WASHINGTON
MB-65	0.495	0.513	0.477	48.743	-121.891	WASHINGTON
MB-66	0.495	0.513	0.477	48.739	-121.896	WASHINGTON
MB-67	0.495	0.513	0.477	48.737	-121.894	WASHINGTON
MB-521	0.495	0.513	0.477	48.739	-121.889	WASHINGTON
s_97-12	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR754	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-18G	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-6G	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-54G	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-9	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-6	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-40X	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-32C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-02C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-29I	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR869	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR868	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR867	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR866	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR864	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR862	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR859	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR858	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR857	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-34	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-24	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-30	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-35	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-37	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-17	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR860	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR755	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-14	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-11	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-13	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-39	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-17	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-10	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-28X	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-21C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-46C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-41C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-37C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-49C	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR870	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR865	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR863	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_SR861	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-25	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-26	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-27	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-28	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-29	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-31	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_98-36	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
s_97-16	0.496	0.503	0.489	46.87	-121.758	WASHINGTON
LP01-179-12a	0.498	0.526	0.47	36.1948	-113.0813	ARIZONA
M72-90	0.5	0.55	0.45	37.72333	-118.89167	CALFORNIA
WPM8	0.5	0.52	0.48	32.025	-107.1622	NEW MEXICO
WPB-001	0.5	9.8	0	32.52	-107.12	NEW MEXICO
WPB-003	0.5	9.8	0	32.52	-107.12	NEW MEXICO
91-54	0.5	0.55	0.45	37.8167	-117.66	NEVADA
s_B	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
s_D	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
B-8	0.5	1	0.002	43.4316	-112.7564	IDAHO
B-9	0.5	1	0.002	43.4316	-112.7564	IDAHO
2982	0.5	0.52	0.48	38.9183	-122.7492	CALIFORNIA
esc-5	0.5	0.6	0.4	37.52	-113.7108	UTAH
MC111	0.5	0.49	0.41	35.2012	-115.7615	CALIFORNIA
RC-MTBRP	0.5	0.55	0.45	45.515835	-122.59566	WASHINGTON
RCFB-139	0.5	0.55	0.45	45.099	-121.67983	WASHINGTON
627	0.5	3	0	20.8694	-103.8167	MEXICO
B-5	0.5	1	0.002	43.4946	-112.8721	IDAHO
B-14	0.5	1	0.002	43.4728	-112.7342	IDAHO
B-2	0.5	1	0.002	43.3803	-112.9784	IDAHO
B-4	0.5	1	0.002	43.4118	-112.886	IDAHO
s_G	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
s_E	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
s_A	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
75-20	0.5	0.57	0.43	38.4261	-112.8144	UTAH
CX-3	0.5	0.53	0.47	35.2022	-115.7286	CALIFORNIA
CX-2	0.5	0.53	0.47	35.2005	-115.7286	CALIFORNIA
C-19	0.5	0.53	0.47	35.2034	-115.7463	CALIFORNIA
C-15	0.5	0.53	0.47	35.2009	-115.7342	CALIFORNIA
C-8A	0.5	0.53	0.47	35.2014	-115.7296	CALIFORNIA
DPCK-1	0.5	0.56	0.44	45.6023	-121.6552	OREGON
705MC	0.5	0.53	0.47	34.048847	-109.77373	ARIZONA
H72.53C	0.5	0.52	0.48	38.962105	-122.8281	CALIFORNIA
NM879	0.5	0.52	0.48	32.025	-107.1622	NEW MEXICO
WPB-002	0.5	9.8	0	32.52	-107.12	NEW MEXICO
91-64	0.5	0.55	0.45	37.02	-118.2317	CALIFORNIA
91-63	0.5	0.55	0.45	37.0933	-118.265	CALIFORNIA
B-1	0.5	1	0.002	43.3587	-112.9687	IDAHO
B-3	0.5	1	0.002	43.3587	-112.9687	IDAHO
B-6	0.5	1	0.002	43.4855	-112.8712	IDAHO
B-7	0.5	1	0.002	43.3979	-112.7009	IDAHO
B-10	0.5	1	0.002	43.3979	-112.7009	IDAHO
B-12	0.5	1	0.002	43.4566	-112.7672	IDAHO
B-13	0.5	1	0.002	43.5145	-112.8452	IDAHO
B-15	0.5	1	0.002	43.5283	-112.5703	IDAHO
EB-10	0.5	1	0.002	43.4549	-112.6898	IDAHO
s_MA-572	0.5	0.55	0.45	46.206	-121.49	WASHINGTON
B-04	0.5	0.6	0.4	38.8333	-112.6167	UTAH
MC87	0.5	0.53	0.47	35.2025	-115.7315	CALIFORNIA
B-11	0.5	1	0.002	43.2871	-112.9628	IDAHO
EB-9	0.5	1	0.002	43.5067	-112.6475	IDAHO
s_F	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
s_C	0.5	0.6	0.4	40.49	-121.51	CALIFORNIA
75L-16	0.5	0.57	0.43	38.4167	-112.8167	UTAH
C-8L	0.5	0.53	0.47	35.2014	-115.7296	CALIFORNIA
C-11	0.5	0.53	0.47	35.2021	-115.7299	CALIFORNIA
cvf-503	0.5	0.6	0.4	38.6258	-112.6717	UTAH
M.534	0.5	3	0	20.62	-104.83	JALISCO
no name	0.5	0.594	0.406	36.195	-113.0878	ARIZONA
CD-6	0.5	0.55	0.45	35.20623	-115.73965	CALIFORNIA
s_MA-523	0.502	0.5522	0.4518	46.206	-121.49	WASHINGTON
s_MA-585	0.505	0.5555	0.4545	46.206	-121.49	WASHINGTON
745	0.505	0.514	0.496	42.931202	-121.97965	OREGON
74G002	0.505	0.52	0.49	37.704	-118.867	CALIFORNIA
95843	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95842	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95841	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95523	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95811	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95505	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
80-127	0.506	0.542	0.47	43.5817	-112.9427	IDAHO
93908	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
93905	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95812	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
95522	0.506	0.521	0.49	35.88	-106.53	NEW MEXICO
180 average	0.509	0.536	0.482	36.195	-113.0878	ARIZONA
55P42	0.51	1	0.01	42.7447	-114.8394	IDAHO
59P13	0.51	1	0.01	42.8662	-114.8963	IDAHO
59P13A	0.51	1	0.01	42.8662	-114.8963	IDAHO
62P68	0.51	1	0.01	42.8867	-114.9146	IDAHO
59P160	0.51	1	0.01	43.0127	-114.8086	IDAHO
62P71	0.51	1	0.01	43.5823	-112.9483	IDAHO
DA9090-92	0.51	0.59	0.43	45.4543	-122.4618	OREGON
55P74	0.51	1	0.01	42.8675	-114.8517	IDAHO
Y-1	0.51	1	0.01	37.13	-118.2733	CALIFORNIA
Z-2	0.51	1	0.01	37.0233	-118.17	CALIFORNIA
Z-5	0.51	1	0.01	37.0133	-118.1633	CALIFORNIA
DD-15	0.51	1	0.01	36.845	-118.2883	CALIFORNIA
DD-17	0.51	1	0.01	36.8383	-118.3117	CALIFORNIA
DD-19	0.51	1	0.01	36.8383	-118.275	CALIFORNIA
EE-1	0.51	1	0.01	36.9833	-118.2467	CALIFORNIA
DD-3	0.51	1	0.01	36.95	-118.325	CALIFORNIA
DD-5	0.51	1	0.01	36.9333	-118.26	CALIFORNIA
DD-7	0.51	1	0.01	36.93	-118.3233	CALIFORNIA
DD-8	0.51	1	0.01	36.92	-118.2933	CALIFORNIA
DD-9	0.51	1	0.01	36.9233	-118.275	CALIFORNIA
DD-10	0.51	1	0.01	36.9117	-118.3133	CALIFORNIA
DD-12	0.51	1	0.01	36.9067	-118.3033	CALIFORNIA
EE-2	0.51	1	0.01	36.9283	-118.2383	CALIFORNIA
Z-3	0.51	1	0.01	37.0167	-118.1717	CALIFORNIA
H4487	0.51	1	0.01	42.6986	-112.982	IDAHO
F2664	0.51	1	0.01	42.7789	-112.9352	IDAHO
62P69	0.51	1	0.01	43.5811	-112.9459	IDAHO
55P95	0.51	1	0.01	42.9179	-114.9897	IDAHO
55P295	0.51	1	0.01	42.8864	-113.8831	IDAHO
54P61	0.51	1	0.01	42.8797	-114.9297	IDAHO
SPC 36	0.51	3	0	21.035	-104.36	NAYARIT
77	0.51	0.78	0.23	43.539	-112.8182	IDAHO
54P68	0.51	1	0.01	42.7846	-114.8506	IDAHO
62P72	0.51	1	0.01	43.5823	-112.9483	IDAHO
62P73	0.51	1	0.01	43.5823	-112.9483	IDAHO
69-52L	0.51	1.01	0.01	42.730556	-114.85278	IDAHO
54P65	0.51	1	0.01	42.6805	-114.7737	IDAHO
55P275	0.51	1	0.01	42.866	-114.8694	IDAHO
MC123	0.51	0.55	0.47	35.1891	-115.8325	CALIFORNIA
F2665	0.51	1	0.01	42.96	-112.7582	IDAHO
H4486	0.51	1	0.01	42.7176	-112.9452	IDAHO
Y-3	0.51	1	0.01	37.03	-118.2733	CALIFORNIA
DD-18	0.51	1	0.01	36.84	-118.305	CALIFORNIA
DD-1	0.51	1	0.01	36.9833	-118.2533	CALIFORNIA
DD-4	0.51	1	0.01	36.945	-118.2617	CALIFORNIA
DD-6	0.51	1	0.01	36.935	-118.3183	CALIFORNIA
DD-13	0.51	1	0.01	36.85	-118.85	CALIFORNIA
DD-14	0.51	1	0.01	36.8467	-118.2867	CALIFORNIA
DD-2	0.51	1	0.01	36.9767	-118.27	CALIFORNIA
Z-4	0.51	1	0.01	37.0133	-118.1883	CALIFORNIA
Z-6	0.51	1	0.01	37.01	-118.1633	CALIFORNIA
Z-1	0.51	1	0.01	37.0133	-118.2317	CALIFORNIA
Y-2	0.51	1	0.01	37.0567	-118.305	CALIFORNIA
1376M	0.51	1	0.012	41.5483	-121.235	CALIFORNIA
767M	0.51	1	0.012	41.785	-121.615	CALIFORNIA
H4488	0.51	1	0.01	42.7264	-112.9532	IDAHO
59P159	0.51	1	0.01	43.0088	-114.8063	IDAHO
55P235	0.51	1	0.01	42.7272	-114.8511	IDAHO
90	0.51	0.78	0.23	43.539	-112.8182	IDAHO
188	0.51	0.78	0.23	43.539	-112.8182	IDAHO
s_MA-967	0.511	0.5621	0.4599	46.206	-121.49	WASHINGTON
208-01	0.511	0.574	0.448	35.9692	-113.3175	ARIZONA
99	0.515	0.523	0.507	48.83443	-121.74767	WASHINGTON
BG77-1-362	0.515	0.6	0.43	43.4993	-113.0465	IDAHO
118-374	0.515	0.6	0.43	43.4938	-113.0506	IDAHO
118-332	0.515	0.6	0.43	43.4938	-113.0506	IDAHO
C1A-335	0.515	0.6	0.43	43.5043	-113.041	IDAHO
C1A-341	0.515	0.6	0.43	43.5043	-113.041	IDAHO
C1A-388	0.515	0.6	0.43	43.5043	-113.041	IDAHO
BG77-1-300	0.515	0.6	0.43	43.4993	-113.0465	IDAHO
BG77-1-310	0.515	0.6	0.43	43.4993	-113.0465	IDAHO
MB-97	0.515	0.523	0.507	48.832	-121.752	WASHINGTON
MB-99	0.515	0.523	0.507	48.836	-121.749	WASHINGTON
MB-100	0.515	0.523	0.507	48.838	-121.749	WASHINGTON
MB-195	0.515	0.523	0.507	48.843	-121.743	WASHINGTON
MB-350	0.515	0.523	0.507	48.841	-121.75	WASHINGTON
9	0.515	0.6	0.43	43.6	-112.75	IDAHO
ICP121-441	0.515	0.6	0.43	43.5786	-112.9357	IDAHO
ICP123-431	0.515	0.6	0.43	43.5638	-112.9353	IDAHO
C1A-351	0.515	0.6	0.43	43.5043	-113.041	IDAHO
BG77-1-319	0.515	0.6	0.43	43.4993	-113.0465	IDAHO
BG77-1-328	0.515	0.6	0.43	43.4993	-113.0465	IDAHO
STF01-447	0.515	0.6	0.43	43.5132	-113.0089	IDAHO
STF01-471	0.515	0.6	0.43	43.5132	-113.0089	IDAHO
STF01-495	0.515	0.6	0.43	43.5132	-113.0089	IDAHO
STF01-520	0.515	0.6	0.43	43.5132	-113.0089	IDAHO
MB-98	0.515	0.523	0.507	48.832	-121.751	WASHINGTON
MB-106	0.515	0.523	0.507	48.855	-121.764	WASHINGTON
MB-346	0.515	0.523	0.507	48.832	-121.76	WASHINGTON
MB-347	0.515	0.523	0.507	48.835	-121.759	WASHINGTON
MB-351	0.515	0.523	0.507	48.841	-121.748	WASHINGTON
MB-481	0.515	0.523	0.507	48.823	-121.752	WASHINGTON
s_MA-365	0.516	0.5676	0.4644	46.206	-121.49	WASHINGTON
YP279	0.516	0.523	0.509	44.4711	-110.843	WYOMING
s_81YH-90	0.516	0.523	0.509	44.5	-110.7	WYOMING
YP54A3	0.516	0.523	0.509	44.5333	-110.8408	WYOMING
6YC-106	0.516	0.523	0.509	44.4734	-110.8491	WYOMING
1211	0.517	0.532	0.502	42.82366	-122.10682	OREGON
s_MA-811	0.518	0.5698	0.4662	46.206	-121.49	WASHINGTON
84ILe-20	0.519	0.571	0.467	44.255	-111.7939	IDAHO
s_YL96-20	0.52	0.522	0.51	44.5272	-110.8319	WYOMING
TRA5-295	0.52	0.6	0.441	43.5826	-112.9628	IDAHO
Z-269	0.52	3	0	19.56	-100.46	MICHOACAN
2978	0.52	0.58	0.46	38.9533	-122.6325	CALIFORNIA
pan-5	0.52	0.57	0.47	37.5525	-112.5481	UTAH
SM-6	0.521	0.5731	0.4689	35.8698	-106.57	NEW MEXICO
SM-5	0.521	0.5731	0.4689	35.8698	-106.57	NEW MEXICO
72G012	0.523	0.534	0.512	37.72	-118.883	CALIFORNIA
LJ-1	0.523	0.5753	0.4707	35.8698	-106.57	NEW MEXICO
B-03	0.525	0.647	0.404	39	-112.5	UTAH
180-03	0.526	0.556	0.496	36.195	-113.0878	ARIZONA
74G001	0.527	0.539	0.515	37.712	-118.881	CALIFORNIA
LP01-179-07b	0.527	0.566	0.488	36.1804	-113.0774	ARIZONA
180-06	0.528	0.611	0.445	36.195	-113.0878	ARIZONA
LP01-179-07d	0.528	0.559	0.497	36.1804	-113.0774	ARIZONA
180-10	0.529	0.558	0.5	36.195	-113.0878	ARIZONA
3204	0.53	0.55	0.51	38.9317	-122.7908	CALIFORNIA
Co 119	0.53	0.63	0.43	19.6	-103.66	JALISCO
B338	0.53	0.6	0.45	40.4372	-121.5142	CALIFORNIA
B157	0.53	0.6	0.45	40.4492	-121.4958	CALIFORNIA
C1775	0.53	0.6	0.45	40.4572	-121.6762	CALIFORNIA
B265	0.53	0.6	0.45	40.443	-121.5075	CALIFORNIA
C0439	0.53	0.6	0.45	40.4162	-121.5187	CALIFORNIA
MAK77-S50	0.53	0.62	0.44	43.5958	-112.6547	IDAHO
B336	0.53	0.6	0.45	40.4342	-121.5183	CALIFORNIA
C1797	0.53	0.6	0.45	40.445	-121.518	CALIFORNIA
B266	0.53	0.6	0.45	40.4558	-121.5525	CALIFORNIA
B35A	0.53	0.6	0.45	40.4458	-121.5383	CALIFORNIA
M0884	0.53	0.6	0.45	40.4127	-121.5117	CALIFORNIA
C0436	0.53	0.6	0.45	40.4075	-121.5128	CALIFORNIA
M0873	0.53	0.6	0.45	40.4078	-121.5075	CALIFORNIA
C0436B	0.53	0.6	0.45	40.4075	-121.5133	CALIFORNIA
F58	0.53	0.6	0.45	40.4183	-121.5025	CALIFORNIA
M0876	0.53	0.6	0.45	40.36	-121.5083	CALIFORNIA
M0875	0.53	0.6	0.45	40.4033	-121.505	CALIFORNIA
M0830	0.53	0.6	0.45	40.4183	-121.5108	CALIFORNIA
F57	0.53	0.6	0.45	40.4192	-121.503	CALIFORNIA
F55	0.53	0.6	0.45	40.4208	-121.5033	CALIFORNIA
B172	0.53	0.6	0.45	40.3995	-121.4942	CALIFORNIA
C0451A	0.53	0.6	0.45	40.4738	-121.5595	CALIFORNIA
F60	0.53	0.6	0.45	40.4075	-121.4933	CALIFORNIA
C0409	0.53	0.6	0.45	40.4625	-121.582	CALIFORNIA
C0178	0.53	0.6	0.45	40.4333	-121.5922	CALIFORNIA
2669	0.53	0.56	0.5	38.9317	-122.8425	CALIFORNIA
995-33	0.53	3	0	20.9	-103.73	JALISCO
C0495	0.53	0.6	0.45	40.452	-121.5655	CALIFORNIA
B337	0.53	0.6	0.45	40.4363	-121.5167	CALIFORNIA
C0372	0.53	0.6	0.45	40.4647	-121.6912	CALIFORNIA
B366	0.53	0.6	0.45	40.4392	-121.4975	CALIFORNIA
B9042	0.53	0.6	0.45	40.4296	-121.5	CALIFORNIA
B8012	0.53	0.6	0.45	40.4413	-121.5117	CALIFORNIA
B35B	0.53	0.6	0.45	40.4458	-121.5383	CALIFORNIA
B166B	0.53	0.6	0.45	40.4107	-121.5083	CALIFORNIA
F59	0.53	0.6	0.45	40.4083	-121.4917	CALIFORNIA
F56	0.53	0.6	0.45	40.42	-121.5033	CALIFORNIA
C0410	0.53	0.6	0.45	40.4613	-121.5813	CALIFORNIA
30164	0.53	0.55	0.51	29.6	-109.51667	SONORA
28-81	0.53	0.55	0.51	29.6	-109.51667	SONORA
29-81	0.53	0.55	0.51	29.6	-109.51667	SONORA
27-81	0.53	0.55	0.51	29.6	-109.51667	SONORA
71-82	0.53	0.55	0.51	29.6	-109.51667	SONORA
29891	0.53	0.55	0.51	29.6	-109.51667	SONORA
29587	0.53	0.55	0.51	29.6	-109.51667	SONORA
LP01-208-01b	0.534	0.598	0.47	35.9734	-113.3208	ARIZONA
180-04	0.534	0.59	0.478	36.195	-113.0878	ARIZONA
R-02	0.536	0.5896	0.4824	39	-112.5	UTAH
B-21	0.536	0.5896	0.4824	39	-112.5	UTAH
76G032	0.538	0.642	0.434	42.8359	-112.4158	IDAHO
LF01-003	0.54	0.6	0.47	40.406006	-121.51342	CALIFORNIA
LF01-005	0.54	0.6	0.47	40.413105	-121.51147	CALIFORNIA
LF01-006	0.54	0.6	0.47	40.412838	-121.51077	CALIFORNIA
LF01-010	0.54	0.6	0.47	40.41356	-121.50823	CALIFORNIA
LF01-050	0.54	0.6	0.47	40.426476	-121.52753	CALIFORNIA
LF01-024	0.54	0.6	0.47	40.430283	-121.5202	CALIFORNIA
LF01-018	0.54	0.6	0.47	40.461777	-121.57477	CALIFORNIA
LF01-019	0.54	0.6	0.47	40.459007	-121.57669	CALIFORNIA
LF01-020	0.54	0.6	0.47	40.458073	-121.57609	CALIFORNIA
LF01-021	0.54	0.6	0.47	40.455914	-121.57566	CALIFORNIA
LF01-013	0.54	0.6	0.47	40.47773	-121.56364	CALIFORNIA
LF01-012-1-A	0.54	0.6	0.47	40.47773	-121.56364	CALIFORNIA
LF01-012-II-B	0.54	0.6	0.47	40.47773	-121.56364	CALIFORNIA
LM80-824	0.54	0.6	0.47	40.421196	-121.49487	CALIFORNIA
LM80-854	0.54	0.6	0.47	40.423378	-121.49618	CALIFORNIA
LC80-436B	0.54	0.6	0.47	40.406124	-121.51342	CALIFORNIA
LC84-600	0.54	0.6	0.47	40.45438	-121.48676	CALIFORNIA
LC84-600	0.54	0.6	0.47	40.4533	-121.4858	CALIFORNIA
2980	0.54	0.56	0.52	38.9392	-122.7708	CALIFORNIA
2723R	0.54	0.56	0.52	38.9583	-122.8225	CALIFORNIA
s_LM80-884	0.54	0.6	0.47	40.49	-121.51	CALIFORNIA
s_LC80-178	0.54	0.6	0.47	40.49	-121.51	CALIFORNIA
s_LM80-854	0.54	0.6	0.47	40.492	-121.508	CALIFORNIA
LM80-884	0.54	0.6	0.47	40.6487	-121.7964	CALIFORNIA
LM80-824	0.54	0.6	0.47	40.4563	-121.4879	CALIFORNIA
92-91	0.54	0.59	0.49	42.5041	-122.1419	OREGON
86-59	0.54	0.59	0.49	42.5135	-122.1446	OREGON
LF01-002	0.54	0.6	0.47	40.406445	-121.51453	CALIFORNIA
LF01-004	0.54	0.6	0.47	40.413162	-121.51173	CALIFORNIA
LF01-007	0.54	0.6	0.47	40.412773	-121.51065	CALIFORNIA
LF01-008	0.54	0.6	0.47	40.41294	-121.51115	CALIFORNIA
LF01-009	0.54	0.6	0.47	40.413033	-121.50988	CALIFORNIA
LF01-048	0.54	0.6	0.47	40.42603	-121.52714	CALIFORNIA
LF01-049	0.54	0.6	0.47	40.42633	-121.52694	CALIFORNIA
LF01-051	0.54	0.6	0.47	40.4268	-121.52763	CALIFORNIA
LF01-052	0.54	0.6	0.47	40.426964	-121.52854	CALIFORNIA
